"IcelandicNameID","IcelandicName","Afgreitt","Birta","Tegund","Skyring","Urskurdur"
243,"Bjartmar","Sam",1,"DR","",NULL
244,"Bjartur","Sam",1,"DR","",NULL
245,"Bjartþór","Sam",1,"DR","",NULL
246,"Bjólan","Sam",1,"DR","",NULL
247,"Bjólfur","Sam",1,"DR","",NULL
248,"Björgmundur","Sam",1,"DR","",NULL
249,"Björgólfur","Sam",1,"DR","",NULL
250,"Björgúlfur","Sam",1,"DR","",NULL
251,"Björgvin","Sam",1,"DR","",NULL
252,"Björn","Sam",1,"DR","",NULL
253,"Björnólfur","Sam",1,"DR","",NULL
254,"Blængur","Sam",1,"DR","",NULL
255,"Blær","Sam",1,"DR","",NULL
256,"Blævar","Sam",1,"DR","",NULL
257,"Boði","Sam",1,"DR","",NULL
258,"Bogi","Sam",1,"DR","",NULL
259,"Bolli","Sam",1,"DR","",NULL
260,"Borgar","Sam",1,"DR","",NULL
261,"Borgþór","Sam",1,"DR","",NULL
262,"Bóas","Sam",1,"DR","",NULL
263,"Bótólfur","Sam",1,"DR","",NULL
264,"Bragi","Sam",1,"DR","",NULL
265,"Brandur","Sam",1,"DR","",NULL
266,"Breki","Sam",1,"DR","",NULL
267,"Bresi","Sam",1,"DR","",NULL
268,"Brestir","Sam",1,"DR","",NULL
269,"Brimar","Sam",1,"DR","",NULL
270,"Brimi","Sam",1,"DR","",NULL
271,"Brimir","Sam",1,"DR","",NULL
272,"Brjánn","Sam",1,"DR","",NULL
273,"Broddi","Sam",1,"DR","",NULL
274,"Bryngeir","Sam",1,"DR","",NULL
275,"Brynjar","Sam",1,"DR","",NULL
276,"Brynjólfur","Sam",1,"DR","",NULL
277,"Brynjúlfur","Sam",1,"DR","",NULL
278,"Brynleifur","Sam",1,"DR","",NULL
279,"Brynsteinn","Sam",1,"DR","",NULL
280,"Bryntýr","Sam",1,"DR","",NULL
281,"Brynþór","Sam",1,"DR","",NULL
282,"Burkni","Sam",1,"DR","",NULL
283,"Búi","Sam",1,"DR","",NULL
284,"Bæring","Sam",1,"DR","",NULL
285,"Bæringur","Sam",1,"DR","",NULL
286,"Bæron","Sam",1,"DR","",NULL
287,"Böðvar","Sam",1,"DR","",NULL
288,"Börkur","Sam",1,"DR","",NULL
289,"Christian","Sam",1,"RDR","Kristján","08.07.2009"
290,"Daði","Sam",1,"DR","",NULL
291,"Dagbjartur","Sam",1,"DR","",NULL
292,"Dagfari","Sam",1,"DR","",NULL
293,"Dagfinnur","Sam",1,"DR","",NULL
294,"Daggeir","Sam",1,"DR","",NULL
295,"Dagmann","Sam",1,"DR","",NULL
296,"Dagnýr","Sam",1,"DR","",NULL
297,"Dagur","Sam",1,"DR","",NULL
298,"Dagþór","Sam",1,"DR","",NULL
299,"Dalbert","Sam",1,"DR","",NULL
300,"Dalmann","Sam",1,"DR","",NULL
301,"Dalmar","Sam",1,"DR","",NULL
302,"Dalvin","Sam",1,"DR","",NULL
303,"Damjan","Sam",1,"DR","",NULL
304,"Dan","Sam",1,"DR","",NULL
305,"Danelíus","Sam",1,"DR","",NULL
306,"Daníel","Sam",1,"DR","",NULL
307,"Daníval","Sam",1,"DR","",NULL
308,"Daríus","Sam",1,"DR","",NULL
309,"Darri","Sam",1,"DR","",NULL
310,"Davíð","Sam",1,"DR","",NULL
311,"Demus","Sam",1,"DR","",NULL
312,"Diðrik","Sam",1,"DR","",NULL
313,"Dofri","Sam",1,"DR","",NULL
314,"Dómald","Sam",1,"DR","",NULL
315,"Dómaldi","Sam",1,"DR","",NULL
316,"Dómaldur","Sam",1,"DR","",NULL
317,"Dónald","Sam",1,"DR","",NULL
318,"Dónaldur","Sam",1,"DR","",NULL
319,"Dór","Sam",1,"DR","",NULL
320,"Dóri","Sam",1,"DR","",NULL
321,"Dósóþeus","Sam",1,"DR","",NULL
322,"Draupnir","Sam",1,"DR","",NULL
323,"Drengur","Sam",1,"DR","",NULL
324,"Dufgus","Sam",1,"DR","",NULL
325,"Dufþakur","Sam",1,"DR","",NULL
326,"Dugfús","Sam",1,"DR","",NULL
327,"Dúi","Sam",1,"DR","",NULL
328,"Dvalinn","Sam",1,"DR","",NULL
329,"Dýri","Sam",1,"DR","",NULL
330,"Dýrmundur","Sam",1,"DR","",NULL
331,"Ebeneser","Sam",1,"DR","",NULL
332,"Edgar","Sam",1,"DR","",NULL
333,"Edílon","Sam",1,"DR","",NULL
334,"Edvard","Sam",1,"DR","",NULL
335,"Edvin","Sam",1,"DR","",NULL
336,"Eðvald","Sam",1,"DR","",NULL
337,"Eðvar","Sam",1,"DR","",NULL
338,"Eðvarð","Sam",1,"DR","",NULL
339,"Efraím","Sam",1,"DR","",NULL
340,"Eggert","Sam",1,"DR","",NULL
341,"Eggþór","Sam",1,"DR","",NULL
342,"Egill","Sam",1,"DR","",NULL
343,"Eiður","Sam",1,"DR","",NULL
344,"Eilífur","Sam",1,"DR","",NULL
345,"Einar","Sam",1,"DR","",NULL
346,"Einir","Sam",1,"DR","",NULL
347,"Einvarður","Sam",1,"DR","",NULL
348,"Einþór","Sam",1,"DR","",NULL
349,"Eiríkur","Sam",1,"DR","",NULL
350,"Elberg","Sam",1,"DR","",NULL
351,"Elbert","Sam",1,"DR","",NULL
352,"Eldar","Sam",1,"DR","",NULL
353,"Eldgrímur","Sam",1,"DR","",NULL
354,"Eldjárn","Sam",1,"DR","",NULL
355,"Eldór","Sam",1,"DR","",NULL
356,"Eldur","Sam",1,"DR","",NULL
357,"Elentínus","Sam",1,"DR","",NULL
358,"Elfráður","Sam",1,"DR","",NULL
359,"Elimar","Sam",1,"DR","",NULL
360,"Elinór","Sam",1,"DR","",NULL
361,"Elis","Sam",1,"DR","",NULL
362,"Elí","Sam",1,"DR","",NULL
363,"Elías","Sam",1,"DR","",NULL
364,"Elíeser","Sam",1,"DR","",NULL
365,"Elímar","Sam",1,"DR","",NULL
366,"Elínbergur","Sam",1,"DR","",NULL
367,"Elínmundur","Sam",1,"DR","",NULL
368,"Elínór","Sam",1,"DR","",NULL
369,"Elís","Sam",1,"DR","",NULL
370,"Ellert","Sam",1,"DR","",NULL
371,"Elli","Sam",1,"DR","",NULL
372,"Elliði","Sam",1,"DR","",NULL
373,"Elmar","Sam",1,"DR","",NULL
374,"Elvar","Sam",1,"DR","",NULL
375,"Emanúel","Sam",1,"DR","",NULL
376,"Embrek","Sam",1,"DR","",NULL
377,"Emil","Sam",1,"DR","",NULL
378,"Engilbert","Sam",1,"DR","",NULL
379,"Engilbjartur","Sam",1,"DR","",NULL
380,"Engiljón","Sam",1,"DR","",NULL
381,"Engill","Sam",1,"DR","",NULL
382,"Enok","Sam",1,"DR","",NULL
383,"Erik","Sam",1,"DR","",NULL
384,"Erlar","Sam",1,"DR","",NULL
385,"Erlendur","Sam",1,"DR","",NULL
386,"Erling","Sam",1,"DR","",NULL
387,"Erlingur","Sam",1,"DR","",NULL
388,"Ernir","Sam",1,"DR","",NULL
389,"Ernst","Sam",1,"DR","",NULL
390,"Eron","Sam",1,"DR","",NULL
391,"Erpur","Sam",1,"DR","",NULL
392,"Esekíel","Sam",1,"DR","",NULL
393,"Esjar","Sam",1,"DR","",NULL
394,"Esra","Sam",1,"DR","",NULL
395,"Evert","Sam",1,"DR","",NULL
396,"Eyberg","Sam",1,"DR","",NULL
397,"Eyjólfur","Sam",1,"DR","",NULL
398,"Eylaugur","Sam",1,"DR","",NULL
399,"Eyleifur","Sam",1,"DR","",NULL
400,"Eymar","Sam",1,"DR","",NULL
401,"Eymundur","Sam",1,"DR","",NULL
402,"Eyríkur","Sam",1,"DR","",NULL
403,"Eysteinn","Sam",1,"DR","",NULL
404,"Eyvar","Sam",1,"DR","",NULL
405,"Eyvindur","Sam",1,"DR","",NULL
406,"Eyþór","Sam",1,"DR","",NULL
407,"Fabrisíus","Sam",1,"DR","",NULL
408,"Falgeir","Sam",1,"DR","",NULL
409,"Falur","Sam",1,"DR","",NULL
410,"Fannar","Sam",1,"DR","",NULL
411,"Fannberg","Sam",1,"DR","",NULL
412,"Fanngeir","Sam",1,"DR","",NULL
413,"Fáfnir","Sam",1,"DR","",NULL
414,"Felix","Sam",1,"DR","",NULL
415,"Fengur","Sam",1,"DR","",NULL
416,"Fenrir","Sam",1,"DR","",NULL
417,"Ferdínand","Sam",1,"DR","",NULL
418,"Feykir","Sam",1,"DR","",NULL
419,"Filip","Sam",1,"DR","",NULL
420,"Filippus","Sam",1,"DR","",NULL
421,"Finn","Sam",1,"DR","",NULL
422,"Finnbjörn","Sam",1,"DR","",NULL
423,"Finnbogi","Sam",1,"DR","",NULL
424,"Finngeir","Sam",1,"DR","",NULL
425,"Finnjón","Sam",1,"DR","",NULL
426,"Finnlaugur","Sam",1,"DR","",NULL
427,"Finnur","Sam",1,"DR","",NULL
428,"Finnvarður","Sam",1,"DR","",NULL
429,"Fífill","Sam",1,"DR","",NULL
430,"Fjalar","Sam",1,"DR","",NULL
431,"Fjólar","Sam",1,"DR","",NULL
432,"Fjólmundur","Sam",1,"DR","",NULL
433,"Fjölnir","Sam",1,"DR","",NULL
434,"Fjölvar","Sam",1,"DR","",NULL
435,"Fjörnir","Sam",1,"DR","",NULL
436,"Flemming","Sam",1,"DR","",NULL
437,"Flosi","Sam",1,"DR","",NULL
438,"Flóki","Sam",1,"DR","",NULL
439,"Flórent","Sam",1,"DR","",NULL
440,"Flóvent","Sam",1,"DR","",NULL
441,"Forni","Sam",1,"DR","",NULL
442,"Fólki","Sam",1,"DR","",NULL
443,"Frank","Sam",1,"DR","",NULL
444,"Franklín","Sam",1,"DR","",NULL
445,"Frans","Sam",1,"DR","",NULL
446,"Fránn","Sam",1,"DR","",NULL
447,"Frár","Sam",1,"DR","",NULL
448,"Freybjörn","Sam",1,"DR","",NULL
449,"Freygarður","Sam",1,"DR","",NULL
450,"Freymar","Sam",1,"DR","",NULL
451,"Freymóður","Sam",1,"DR","",NULL
452,"Freymundur","Sam",1,"DR","",NULL
453,"Freyr","Sam",1,"DR","",NULL
454,"Freysteinn","Sam",1,"DR","",NULL
455,"Freyviður","Sam",1,"DR","",NULL
456,"Freyþór","Sam",1,"DR","",NULL
457,"Friðberg","Sam",1,"DR","",NULL
458,"Friðbergur","Sam",1,"DR","",NULL
459,"Friðbert","Sam",1,"DR","",NULL
460,"Friðbjörn","Sam",1,"DR","",NULL
461,"Friðfinnur","Sam",1,"DR","",NULL
462,"Friðgeir","Sam",1,"DR","",NULL
463,"Friðjón","Sam",1,"DR","",NULL
464,"Friðlaugur","Sam",1,"DR","",NULL
465,"Friðleifur","Sam",1,"DR","",NULL
466,"Friðmann","Sam",1,"DR","",NULL
467,"Friðmar","Sam",1,"DR","",NULL
468,"Friðmundur","Sam",1,"DR","",NULL
469,"Friðrik","Sam",1,"DR","",NULL
470,"Friðsteinn","Sam",1,"DR","",NULL
471,"Friður","Sam",1,"DR","",NULL
472,"Friðvin","Sam",1,"DR","",NULL
473,"Friðþjófur","Sam",1,"DR","",NULL
474,"Friðþór","Sam",1,"DR","",NULL
475,"Fritz","Sam",1,"DR","",NULL
476,"Frímann","Sam",1,"DR","",NULL
477,"Frosti","Sam",1,"DR","",NULL
478,"Fróði","Sam",1,"DR","",NULL
479,"Fróðmar","Sam",1,"DR","",NULL
480,"Funi","Sam",1,"DR","",NULL
481,"Fylkir","Sam",1,"DR","",NULL
482,"Gabríel","Sam",1,"DR","",NULL
483,"Galdur","Sam",1,"DR","",NULL
484,"Gamalíel","Sam",1,"DR","",NULL
485,"Garðar","Sam",1,"DR","",NULL
486,"Garibaldi","Sam",1,"DR","",NULL
487,"Garpur","Sam",1,"DR","",NULL
488,"Garri","Sam",1,"DR","",NULL
489,"Gaukur","Sam",1,"DR","",NULL
490,"Gauti","Sam",1,"DR","",NULL
491,"Gautrekur","Sam",1,"DR","",NULL
492,"Gautur","Sam",1,"DR","",NULL
493,"Gautviður","Sam",1,"DR","",NULL
494,"Geir","Sam",1,"DR","",NULL
495,"Geirarður","Sam",1,"DR","",NULL
496,"Geirfinnur","Sam",1,"DR","",NULL
497,"Geirharður","Sam",1,"DR","",NULL
498,"Geirhvatur","Sam",1,"DR","",NULL
499,"Geirlaugur","Sam",1,"DR","",NULL
500,"Geirleifur","Sam",1,"DR","",NULL
501,"Geirmundur","Sam",1,"DR","",NULL
502,"Geirólfur","Sam",1,"DR","",NULL
503,"Geirröður","Sam",1,"DR","",NULL
504,"Geirtryggur","Sam",1,"DR","",NULL
505,"Geirvaldur","Sam",1,"DR","",NULL
506,"Geirþjófur","Sam",1,"DR","",NULL
507,"Geisli","Sam",1,"DR","",NULL
508,"Gellir","Sam",1,"DR","",NULL
509,"Georg","Sam",1,"DR","",NULL
510,"Gerald","Sam",1,"DR","",NULL
511,"Gerðar","Sam",1,"DR","",NULL
512,"Geri","Sam",1,"DR","",NULL
513,"Gestur","Sam",1,"DR","",NULL
514,"Gilbert","Sam",1,"DR","",NULL
515,"Gilmar","Sam",1,"DR","",NULL
516,"Gils","Sam",1,"DR","",NULL
517,"Gissur","Sam",1,"DR","",NULL
518,"Gizur","Sam",1,"DR","",NULL
519,"Gígjar","Sam",1,"DR","",NULL
520,"Gísli","Sam",1,"DR","",NULL
521,"Gjúki","Sam",1,"DR","",NULL
522,"Glói","Sam",1,"DR","",NULL
523,"Glúmur","Sam",1,"DR","",NULL
524,"Gneisti","Sam",1,"DR","",NULL
525,"Gnúpur","Sam",1,"DR","",NULL
526,"Gnýr","Sam",1,"DR","",NULL
527,"Goði","Sam",1,"DR","",NULL
528,"Goðmundur","Sam",1,"DR","",NULL
529,"Gottskálk","Sam",1,"DR","",NULL
530,"Gottsveinn","Sam",1,"DR","",NULL
531,"Grani","Sam",1,"DR","",NULL
532,"Grankell","Sam",1,"DR","",NULL
533,"Gregor","Sam",1,"DR","",NULL
534,"Greipur","Sam",1,"DR","",NULL
535,"Gretar","Sam",1,"RDR","Grétar","07.10.1999"
536,"Grettir","Sam",1,"DR","",NULL
538,"Grímar","Sam",1,"DR","",NULL
539,"Grímkell","Sam",1,"DR","",NULL
540,"Grímlaugur","Sam",1,"DR","",NULL
541,"Grímólfur","Sam",1,"DR","",NULL
542,"Grímur","Sam",1,"DR","",NULL
543,"Grímúlfur","Sam",1,"DR","",NULL
544,"Guðberg","Sam",1,"DR","",NULL
545,"Guðbergur","Sam",1,"DR","",NULL
546,"Guðbjarni","Sam",1,"DR","",NULL
547,"Guðbjartur","Sam",1,"DR","",NULL
548,"Guðbjörn","Sam",1,"DR","",NULL
549,"Guðbrandur","Sam",1,"DR","",NULL
550,"Guðfinnur","Sam",1,"DR","",NULL
551,"Guðfreður","Sam",1,"DR","",NULL
552,"Guðgeir","Sam",1,"DR","",NULL
553,"Guðjón","Sam",1,"DR","",NULL
554,"Guðlaugur","Sam",1,"DR","",NULL
555,"Guðleifur","Sam",1,"DR","",NULL
556,"Guðleikur","Sam",1,"DR","",NULL
557,"Guðmann","Sam",1,"DR","",NULL
558,"Guðmar","Sam",1,"DR","",NULL
559,"Guðmon","Sam",1,"DR","",NULL
560,"Guðmundur","Sam",1,"DR","",NULL
561,"Guðni","Sam",1,"DR","",NULL
562,"Guðráður","Sam",1,"DR","",NULL
563,"Guðröður","Sam",1,"DR","",NULL
564,"Guðsteinn","Sam",1,"DR","","1991"
565,"Guðvarður","Sam",1,"DR","",NULL
566,"Guðveigur","Sam",1,"DR","",NULL
567,"Guðvin","Sam",1,"DR","",NULL
568,"Guðþór","Sam",1,"DR","",NULL
569,"Gumi","Sam",1,"DR","",NULL
570,"Gunnar","Sam",1,"DR","",NULL
571,"Gunnberg","Sam",1,"DR","",NULL
572,"Gunnbjörn","Sam",1,"DR","",NULL
573,"Gunndór","Sam",1,"DR","",NULL
574,"Gunngeir","Sam",1,"DR","",NULL
575,"Gunnhallur","Sam",1,"DR","",NULL
576,"Gunnlaugur","Sam",1,"DR","",NULL
577,"Gunnleifur","Sam",1,"DR","",NULL
578,"Gunnólfur","Sam",1,"DR","",NULL
579,"Gunnóli","Sam",1,"DR","",NULL
580,"Gunnröður","Sam",1,"DR","",NULL
